time,pop_capacity,pop_count,pop_updated,upw_capacity,upw_count,upw_updated,fre_capacity,fre_count,fre_updated
2021-04-09 23:30:02.098690,280,1,11:20 PM,64,0,11:20 PM,165,0,11:20 PM
2021-04-09 23:45:02.928571,280,0,11:41 PM,64,0,11:40 PM,165,0,11:41 PM
2021-04-10 00:00:04.475219,280,0,11:51 PM,64,0,11:50 PM,165,0,11:50 PM
2021-04-10 00:15:02.738246,280,0,12:10 AM,64,0,12:11 AM,165,0,12:10 AM
2021-04-10 00:30:01.581864,280,0,12:20 AM,64,0,12:20 AM,165,0,12:20 AM
2021-04-10 00:45:02.570289,280,0,12:40 AM,64,0,12:40 AM,165,0,12:42 AM
2021-04-10 01:00:03.127157,280,0,12:51 AM,64,0,12:50 AM,165,0,12:51 AM
2021-04-10 01:15:01.855031,280,0,1:10 AM,64,0,1:10 AM,165,0,1:13 AM
2021-04-10 01:30:02.470416,280,0,1:21 AM,64,0,1:20 AM,165,0,1:20 AM
2021-04-10 01:45:03.108359,280,0,1:40 AM,64,0,1:40 AM,165,0,1:40 AM
2021-04-10 02:00:01.839806,280,0,1:50 AM,64,0,1:50 AM,165,0,1:51 AM
2021-04-10 02:15:02.903254,280,0,2:11 AM,64,0,2:10 AM,165,0,2:10 AM
2021-04-10 02:30:01.610764,280,0,2:21 AM,64,0,2:20 AM,165,0,2:20 AM
2021-04-10 02:45:02.504137,280,0,2:40 AM,64,0,2:40 AM,165,0,2:40 AM
2021-04-10 03:00:02.718805,280,0,2:54 AM,64,0,2:50 AM,165,0,2:51 AM
2021-04-10 03:15:02.254460,280,0,3:10 AM,64,0,3:10 AM,165,0,3:10 AM
2021-04-10 03:30:01.785627,280,0,3:21 AM,64,0,3:20 AM,165,0,3:20 AM
2021-04-10 03:45:01.553684,280,0,3:40 AM,64,0,3:40 AM,165,0,3:40 AM
2021-04-10 04:00:03.049980,280,0,3:50 AM,64,0,3:50 AM,165,0,3:50 AM
2021-04-10 04:15:01.696566,280,0,4:10 AM,64,0,4:10 AM,165,0,4:10 AM
2021-04-10 04:30:01.391955,280,0,4:20 AM,64,0,4:20 AM,165,0,4:20 AM
2021-04-10 04:45:01.548589,280,0,4:40 AM,64,0,4:40 AM,165,0,4:40 AM
2021-04-10 05:00:02.766381,280,0,4:51 AM,64,0,4:50 AM,165,0,4:50 AM
2021-04-10 05:15:02.367236,280,0,5:10 AM,64,0,5:10 AM,165,0,5:11 AM
2021-04-10 05:30:02.445713,280,0,5:25 AM,64,0,5:25 AM,165,0,5:25 AM
2021-04-10 05:45:03.001567,280,0,5:40 AM,64,0,5:40 AM,165,0,5:40 AM
2021-04-10 06:00:02.132016,280,0,5:50 AM,64,0,5:50 AM,165,0,5:51 AM
2021-04-10 06:15:01.920231,280,0,6:10 AM,64,0,6:10 AM,165,0,6:10 AM
2021-04-10 06:30:02.966830,280,0,6:30 AM,64,0,6:20 AM,165,0,6:20 AM
2021-04-10 06:45:02.268906,280,0,6:44 AM,64,0,6:40 AM,165,0,6:44 AM
2021-04-10 07:00:02.177244,280,1,6:55 AM,64,0,6:50 AM,165,0,6:53 AM
2021-04-10 07:15:01.935154,280,7,7:14 AM,64,0,7:11 AM,165,8,7:15 AM
2021-04-10 07:30:01.834146,280,8,7:29 AM,64,0,7:20 AM,165,15,7:29 AM
2021-04-10 07:45:02.333509,280,17,7:43 AM,64,0,7:41 AM,165,24,7:43 AM
2021-04-10 08:00:02.081222,280,26,7:59 AM,64,0,7:50 AM,165,29,7:59 AM
2021-04-10 08:15:01.928275,280,33,8:14 AM,64,0,8:10 AM,165,38,8:14 AM
2021-04-10 08:30:01.914496,280,48,8:29 AM,64,0,8:21 AM,165,49,8:28 AM
2021-04-10 08:45:01.663810,280,67,8:44 AM,64,0,8:40 AM,165,52,8:44 AM
2021-04-10 09:00:02.543451,280,74,8:59 AM,64,1,8:58 AM,165,60,8:59 AM
2021-04-10 09:15:02.354430,280,86,9:14 AM,64,5,9:14 AM,165,74,9:14 AM
2021-04-10 09:30:02.275874,280,90,9:29 AM,64,10,9:29 AM,165,81,9:29 AM
2021-04-10 09:45:02.332669,280,109,9:44 AM,64,13,9:44 AM,165,82,9:44 AM
2021-04-10 10:00:03.828749,280,133,9:59 AM,64,16,9:59 AM,165,79,9:59 AM
2021-04-10 10:15:01.680996,280,139,10:14 AM,64,19,10:14 AM,165,84,10:14 AM
2021-04-10 10:30:03.639816,280,137,10:30 AM,64,22,10:29 AM,165,89,10:29 AM
2021-04-10 10:45:02.135757,280,143,10:44 AM,64,30,10:43 AM,165,86,10:44 AM
2021-04-10 11:00:03.250859,280,143,10:59 AM,64,26,10:59 AM,165,90,10:59 AM
2021-04-10 11:15:02.516531,280,138,11:10 AM,64,32,11:14 AM,165,107,11:14 AM
2021-04-10 11:30:02.965477,280,139,11:29 AM,64,31,11:29 AM,165,98,11:29 AM
2021-04-10 11:45:02.186082,280,150,11:44 AM,64,24,11:44 AM,165,105,11:44 AM
2021-04-10 12:00:02.012719,280,149,11:59 AM,64,18,11:58 AM,165,102,11:59 AM
2021-04-10 12:15:02.093636,280,160,12:14 PM,64,18,12:14 PM,165,112,12:14 PM
2021-04-10 12:30:04.500977,280,146,12:29 PM,64,17,12:27 PM,165,107,12:29 PM
2021-04-10 12:45:02.838065,280,137,12:44 PM,64,22,12:44 PM,165,107,12:44 PM
2021-04-10 13:00:01.689786,280,134,12:58 PM,64,18,12:55 PM,165,101,12:59 PM
2021-04-10 13:15:02.421294,280,123,1:14 PM,64,12,1:14 PM,165,107,1:14 PM
2021-04-10 13:30:04.755115,280,115,1:29 PM,64,9,1:30 PM,165,105,1:30 PM
2021-04-10 13:45:02.689306,280,134,1:45 PM,64,8,1:43 PM,165,95,1:44 PM
2021-04-10 14:00:01.809695,280,127,1:59 PM,64,7,1:59 PM,165,91,2:00 PM
2021-04-10 14:15:01.974123,280,138,2:14 PM,64,6,2:14 PM,165,95,2:14 PM
2021-04-10 14:30:02.046306,280,146,2:30 PM,64,7,2:29 PM,165,90,2:30 PM
2021-04-10 14:45:03.936017,280,140,2:44 PM,64,10,2:44 PM,165,88,2:44 PM
2021-04-10 15:00:02.362188,280,133,3:00 PM,64,11,2:59 PM,165,92,2:59 PM
2021-04-10 15:15:04.216506,280,129,3:14 PM,64,12,3:14 PM,165,103,3:14 PM
2021-04-10 15:30:02.316004,280,137,3:29 PM,64,11,3:29 PM,165,98,3:30 PM
2021-04-10 15:45:01.881690,280,151,3:44 PM,64,10,3:44 PM,165,94,3:44 PM
2021-04-10 16:00:01.847235,280,165,3:59 PM,64,12,3:57 PM,165,96,3:59 PM
2021-04-10 16:15:02.054064,280,147,4:14 PM,64,18,4:15 PM,165,101,4:14 PM
2021-04-10 16:30:01.734452,280,141,4:30 PM,64,21,4:24 PM,165,92,4:29 PM
2021-04-10 16:45:01.813464,280,133,4:44 PM,64,24,4:43 PM,165,83,4:44 PM
2021-04-10 17:00:02.427810,280,127,4:59 PM,64,20,4:59 PM,165,94,4:59 PM
2021-04-10 17:15:01.940172,280,111,5:14 PM,64,17,5:14 PM,165,92,5:14 PM
2021-04-10 17:30:01.623540,280,103,5:29 PM,64,13,5:29 PM,165,87,5:29 PM
2021-04-10 17:45:01.975565,280,100,5:44 PM,64,9,5:44 PM,165,79,5:44 PM
2021-04-10 18:00:01.650493,280,92,5:59 PM,64,4,5:57 PM,165,73,5:59 PM
2021-04-10 18:15:02.549583,280,80,6:14 PM,64,5,6:12 PM,165,76,6:14 PM
2021-04-10 18:30:02.256672,280,70,6:30 PM,64,5,6:28 PM,165,80,6:29 PM
2021-04-10 18:45:02.623456,280,64,6:44 PM,64,3,6:44 PM,165,71,6:45 PM
2021-04-10 19:00:02.179701,280,58,6:59 PM,64,2,6:59 PM,165,66,7:00 PM
2021-04-10 19:15:02.250191,280,67,7:14 PM,64,2,7:14 PM,165,68,7:14 PM
2021-04-10 19:30:04.096390,280,64,7:28 PM,64,3,7:27 PM,165,50,7:28 PM
2021-04-10 19:45:02.482352,280,66,7:44 PM,64,7,7:44 PM,165,50,7:44 PM
2021-04-10 20:00:03.114152,280,66,7:59 PM,64,8,7:51 PM,165,43,8:00 PM
2021-04-10 20:15:02.103897,280,67,8:14 PM,64,8,8:12 PM,165,52,8:14 PM
2021-04-10 20:30:02.411677,280,64,8:30 PM,64,8,8:28 PM,165,53,8:29 PM
2021-04-10 20:45:02.417002,280,60,8:44 PM,64,7,8:40 PM,165,47,8:43 PM
2021-04-10 21:00:00.841694,280,52,8:58 PM,64,1,8:59 PM,165,43,8:59 PM
2021-04-10 21:15:02.147018,280,43,9:14 PM,64,0,9:14 PM,165,44,9:14 PM
2021-04-10 21:30:02.217088,280,35,9:28 PM,64,0,9:26 PM,165,38,9:26 PM
2021-04-10 21:45:02.902824,280,24,9:40 PM,64,0,9:40 PM,165,22,9:44 PM
2021-04-10 22:00:01.828648,280,19,9:59 PM,64,0,9:53 PM,165,13,9:59 PM
2021-04-10 22:15:01.590764,280,15,10:11 PM,64,0,10:10 PM,165,0,10:14 PM
2021-04-10 22:30:05.339543,280,12,10:26 PM,64,0,10:30 PM,165,0,10:30 PM
2021-04-10 22:45:02.229625,280,6,10:40 PM,64,0,10:40 PM,165,0,10:41 PM
2021-04-10 23:00:02.075018,280,2,10:51 PM,64,0,10:50 PM,165,0,11:00 PM
2021-04-10 23:15:02.488389,280,2,11:11 PM,64,0,11:10 PM,165,0,11:10 PM
2021-04-10 23:30:04.112140,280,2,11:30 PM,64,0,11:21 PM,165,0,11:23 PM
2021-04-10 23:45:01.952679,280,1,11:40 PM,64,0,11:40 PM,165,0,11:40 PM
2021-04-11 00:15:02.300321,280,0,12:10 AM,64,0,12:10 AM,165,0,12:10 AM
2021-04-11 00:30:02.325204,280,0,12:20 AM,64,0,12:21 AM,165,0,12:21 AM
2021-04-11 00:45:01.323720,280,0,12:41 AM,64,0,12:40 AM,165,0,12:40 AM
2021-04-11 01:00:01.957264,280,0,12:50 AM,64,0,12:50 AM,165,0,12:50 AM
2021-04-11 01:15:01.792292,280,0,1:10 AM,64,0,1:10 AM,165,0,1:10 AM
2021-04-11 01:30:01.491545,280,0,1:20 AM,64,0,1:20 AM,165,0,1:20 AM
2021-04-11 01:45:02.263808,280,0,1:40 AM,64,0,1:40 AM,165,0,1:40 AM
2021-04-11 02:00:02.211356,280,0,1:50 AM,64,0,1:50 AM,165,0,1:50 AM
2021-04-11 02:15:01.841274,280,0,2:10 AM,64,0,2:10 AM,165,0,2:11 AM
2021-04-11 02:30:01.682918,280,0,2:20 AM,64,0,2:20 AM,165,0,2:29 AM
2021-04-11 02:45:01.755085,280,0,2:40 AM,64,0,2:40 AM,165,0,2:40 AM
2021-04-11 03:00:01.904215,280,0,2:56 AM,64,0,2:50 AM,165,0,2:50 AM
2021-04-11 03:15:01.880955,280,0,3:10 AM,64,0,3:10 AM,165,0,3:10 AM
2021-04-11 03:30:01.553145,280,0,3:20 AM,64,0,3:20 AM,165,0,3:20 AM
2021-04-11 03:45:02.397438,280,0,3:40 AM,64,0,3:41 AM,165,0,3:40 AM
2021-04-11 04:00:02.224383,280,0,3:50 AM,64,0,3:50 AM,165,0,3:50 AM
2021-04-11 04:15:01.916460,280,0,4:10 AM,64,0,4:10 AM,165,0,4:10 AM
2021-04-11 04:30:01.760782,280,0,4:20 AM,64,0,4:20 AM,165,0,4:20 AM
2021-04-11 04:45:01.671775,280,0,4:40 AM,64,0,4:40 AM,165,0,4:40 AM
2021-04-11 05:00:02.308480,280,0,4:50 AM,64,0,4:50 AM,165,0,4:50 AM
2021-04-11 05:15:02.104914,280,0,5:10 AM,64,0,5:10 AM,165,0,5:10 AM
2021-04-11 05:30:01.754915,280,0,5:25 AM,64,0,5:25 AM,165,0,5:25 AM
2021-04-11 05:45:02.609940,280,0,5:40 AM,64,0,5:40 AM,165,0,5:40 AM
2021-04-11 06:00:02.629142,280,0,5:51 AM,64,0,5:50 AM,165,0,5:50 AM
2021-04-11 06:15:02.441630,280,0,6:10 AM,64,0,6:10 AM,165,0,6:10 AM
2021-04-11 06:30:06.157989,280,0,6:20 AM,64,0,6:30 AM,165,0,6:30 AM
2021-04-11 06:45:01.899511,280,0,6:42 AM,64,0,6:40 AM,165,0,6:40 AM
2021-04-11 07:00:02.645005,280,1,6:57 AM,64,0,6:50 AM,165,0,6:52 AM
2021-04-11 07:15:02.388149,280,12,7:14 AM,64,0,7:10 AM,165,1,7:11 AM
2021-04-11 07:30:04.888588,280,18,7:26 AM,64,0,7:20 AM,165,6,7:25 AM
2021-04-11 07:45:01.613328,280,23,7:44 AM,64,0,7:40 AM,165,8,7:42 AM
2021-04-11 08:00:03.368839,280,28,7:58 AM,64,0,7:55 AM,165,8,7:57 AM
2021-04-11 08:15:01.891958,280,33,8:14 AM,64,0,8:10 AM,165,9,8:11 AM
2021-04-11 08:30:01.585381,280,38,8:29 AM,64,0,8:20 AM,165,24,8:29 AM
2021-04-11 08:45:02.505290,280,37,8:42 AM,64,0,8:40 AM,165,35,8:44 AM
2021-04-11 09:00:02.419769,280,39,9:00 AM,64,0,8:59 AM,165,41,8:59 AM
2021-04-11 09:15:02.109373,280,42,9:15 AM,64,3,9:13 AM,165,49,9:15 AM
2021-04-11 09:30:01.706508,280,49,9:28 AM,64,6,9:27 AM,165,60,9:29 AM
2021-04-11 09:45:02.509665,280,73,9:44 AM,64,8,9:40 AM,165,60,9:44 AM
2021-04-11 10:00:04.742254,280,84,9:59 AM,64,9,9:59 AM,165,65,10:00 AM
2021-04-11 10:15:02.467776,280,102,10:14 AM,64,11,10:14 AM,165,79,10:15 AM
2021-04-11 10:30:04.288876,280,106,10:29 AM,64,13,10:29 AM,165,91,10:29 AM
2021-04-11 10:45:02.134264,280,108,10:44 AM,64,8,10:43 AM,165,92,10:44 AM
2021-04-11 11:00:01.978129,280,110,10:59 AM,64,5,10:59 AM,165,95,10:59 AM
2021-04-11 11:15:01.831126,280,114,11:14 AM,64,8,11:13 AM,165,88,11:14 AM
2021-04-11 11:30:01.842802,280,113,11:29 AM,64,6,11:26 AM,165,79,11:29 AM
2021-04-11 11:45:03.159495,280,127,11:44 AM,64,10,11:43 AM,165,81,11:44 AM
2021-04-11 12:00:01.694981,280,125,11:59 AM,64,12,11:59 AM,165,84,11:59 AM
2021-04-11 12:15:02.575137,280,125,12:14 PM,64,12,12:14 PM,165,95,12:14 PM
2021-04-11 12:30:02.253126,280,114,12:29 PM,64,8,12:29 PM,165,98,12:28 PM
2021-04-11 12:45:02.860614,280,105,12:44 PM,64,8,12:42 PM,165,89,12:44 PM
2021-04-11 13:00:01.673220,280,93,12:59 PM,64,7,12:59 PM,165,79,12:59 PM
2021-04-11 13:15:02.327458,280,94,1:13 PM,64,4,1:13 PM,165,81,1:13 PM
2021-04-11 13:30:02.253929,280,98,1:29 PM,64,1,1:29 PM,165,63,1:29 PM
2021-04-11 13:45:02.318440,280,95,1:44 PM,64,4,1:43 PM,165,54,1:43 PM
2021-04-11 14:00:04.019912,280,101,1:59 PM,64,4,1:59 PM,165,40,1:59 PM
2021-04-11 14:15:01.975414,280,103,2:14 PM,64,4,2:12 PM,165,45,2:14 PM
2021-04-11 14:30:01.810146,280,97,2:29 PM,64,5,2:29 PM,165,53,2:29 PM
2021-04-11 14:45:04.039736,280,106,2:44 PM,64,8,2:44 PM,165,61,2:44 PM
2021-04-11 15:00:02.334968,280,109,2:59 PM,64,6,2:58 PM,165,63,2:58 PM
2021-04-11 15:15:03.338436,280,126,3:13 PM,64,6,3:13 PM,165,64,3:13 PM
2021-04-11 15:30:02.153872,280,128,3:29 PM,64,4,3:28 PM,165,67,3:29 PM
2021-04-11 15:45:01.839051,280,122,3:44 PM,64,2,3:44 PM,165,60,3:44 PM
2021-04-11 16:00:01.724508,280,121,3:59 PM,64,3,3:59 PM,165,61,3:59 PM
2021-04-11 16:15:01.597488,280,127,4:14 PM,64,3,4:10 PM,165,58,4:14 PM
2021-04-11 16:30:04.399528,280,130,4:29 PM,64,5,4:29 PM,165,58,4:29 PM
2021-04-11 16:45:02.434962,280,132,4:44 PM,64,5,4:41 PM,165,51,4:44 PM
2021-04-11 17:00:03.498525,280,130,4:59 PM,64,5,4:55 PM,165,51,4:59 PM
2021-04-11 17:15:02.082965,280,126,5:14 PM,64,4,5:13 PM,165,53,5:14 PM
2021-04-11 17:30:01.924523,280,113,5:29 PM,64,5,5:20 PM,165,55,5:29 PM
2021-04-11 17:45:02.974833,280,98,5:43 PM,64,5,5:43 PM,165,53,5:44 PM
2021-04-11 18:00:02.237385,280,83,5:59 PM,64,7,5:50 PM,165,50,5:58 PM
2021-04-11 18:15:01.879966,280,80,6:14 PM,64,8,6:11 PM,165,47,6:14 PM
2021-04-11 18:30:02.121959,280,70,6:28 PM,64,8,6:28 PM,165,44,6:29 PM
2021-04-11 18:45:02.066937,280,75,6:43 PM,64,7,6:43 PM,165,33,6:44 PM
2021-04-11 19:00:02.096923,280,70,6:59 PM,64,10,6:59 PM,165,34,6:59 PM
2021-04-11 19:15:02.906550,280,64,7:14 PM,64,10,7:13 PM,165,34,7:14 PM
2021-04-11 19:30:03.984089,280,56,7:25 PM,64,7,7:29 PM,165,31,7:29 PM
2021-04-11 19:45:01.928513,280,50,7:44 PM,64,9,7:43 PM,165,34,7:44 PM
2021-04-11 20:00:02.250773,280,46,7:59 PM,64,9,7:56 PM,165,32,7:57 PM
2021-04-11 20:15:02.590491,280,46,8:14 PM,64,9,8:12 PM,165,43,8:14 PM
2021-04-11 20:30:02.004890,280,49,8:30 PM,64,9,8:24 PM,165,42,8:29 PM
2021-04-11 20:45:02.587307,280,50,8:44 PM,64,9,8:43 PM,165,51,8:44 PM
2021-04-11 21:00:01.779512,280,46,8:59 PM,64,7,8:59 PM,165,47,8:58 PM
2021-04-11 21:15:01.428371,280,41,9:11 PM,64,6,9:10 PM,165,48,9:14 PM
2021-04-11 21:30:03.583805,280,34,9:28 PM,64,3,9:26 PM,165,41,9:29 PM
2021-04-11 21:45:03.829535,280,23,9:44 PM,64,2,9:40 PM,165,34,9:44 PM
2021-04-11 22:00:01.785120,280,19,9:56 PM,64,2,9:50 PM,165,28,9:53 PM
2021-04-11 22:15:02.137405,280,9,10:11 PM,64,0,10:10 PM,165,11,10:14 PM
2021-04-11 22:30:05.780679,280,7,10:30 PM,64,0,10:30 PM,165,9,10:21 PM
2021-04-11 22:45:02.068271,280,6,10:41 PM,64,0,10:40 PM,165,5,10:40 PM
2021-04-11 23:00:02.041753,280,5,10:51 PM,64,0,10:50 PM,165,3,10:50 PM
2021-04-11 23:15:01.692049,280,4,11:11 PM,64,0,11:10 PM,165,1,11:10 PM
2021-04-11 23:30:01.497846,280,0,11:20 PM,64,0,11:21 PM,165,1,11:21 PM
2021-04-11 23:45:02.072675,280,0,11:41 PM,64,0,11:40 PM,165,1,11:40 PM
2021-04-12 00:00:06.434175,280,0,11:51 PM,64,0,12:00 AM,165,0,11:51 PM
2021-04-12 00:15:02.021123,280,0,12:10 AM,64,0,12:10 AM,165,0,12:10 AM
2021-04-12 00:30:03.433733,280,0,12:21 AM,64,0,12:20 AM,165,0,12:21 AM
2021-04-12 00:45:02.030832,280,0,12:40 AM,64,0,12:40 AM,165,0,12:40 AM
2021-04-12 01:00:01.951345,280,0,12:50 AM,64,0,12:51 AM,165,0,12:51 AM
2021-04-12 01:15:01.651775,280,0,1:10 AM,64,0,1:10 AM,165,0,1:11 AM
2021-04-12 01:30:03.173758,280,0,1:21 AM,64,0,1:20 AM,165,0,1:21 AM
2021-04-12 01:45:02.306415,280,0,1:41 AM,64,0,1:40 AM,165,0,1:40 AM
2021-04-12 02:00:02.304448,280,0,1:50 AM,64,0,1:50 AM,165,0,1:51 AM
2021-04-12 02:15:02.403700,280,0,2:11 AM,64,0,2:10 AM,165,0,2:10 AM
2021-04-12 02:30:02.512212,280,0,2:20 AM,64,0,2:20 AM,165,0,2:20 AM
2021-04-12 02:45:02.391450,280,0,2:41 AM,64,0,2:40 AM,165,0,2:41 AM
2021-04-12 03:00:02.724657,280,0,2:51 AM,64,0,2:50 AM,165,0,2:50 AM
2021-04-12 03:15:02.537368,280,0,3:10 AM,64,0,3:10 AM,165,0,3:10 AM
2021-04-12 03:30:02.959008,280,0,3:20 AM,64,0,3:20 AM,165,0,3:20 AM
2021-04-12 03:45:01.672740,280,0,3:41 AM,64,0,3:40 AM,165,0,3:41 AM
2021-04-12 04:00:03.033185,280,0,3:50 AM,64,0,4:00 AM,165,0,3:50 AM
2021-04-12 04:15:01.788273,280,0,4:10 AM,64,0,4:10 AM,165,0,4:10 AM
2021-04-12 04:30:04.763684,280,0,4:30 AM,64,0,4:30 AM,165,0,4:20 AM
2021-04-12 04:45:03.359179,280,0,4:40 AM,64,0,4:40 AM,165,0,4:40 AM
2021-04-12 05:00:02.257621,280,0,4:50 AM,64,0,4:50 AM,165,0,4:50 AM
2021-04-12 05:15:01.998349,280,0,5:10 AM,64,0,5:10 AM,165,0,5:10 AM
2021-04-12 05:30:01.918208,280,0,5:25 AM,64,0,5:25 AM,165,0,5:25 AM
2021-04-12 05:45:01.798576,280,0,5:41 AM,64,0,5:40 AM,165,0,5:40 AM
2021-04-12 06:00:01.645965,280,2,5:59 AM,64,0,5:50 AM,165,0,5:55 AM
2021-04-12 06:15:02.526894,280,12,6:14 AM,64,0,6:10 AM,165,11,6:14 AM
2021-04-12 06:30:02.359585,280,16,6:26 AM,64,0,6:20 AM,165,19,6:29 AM
2021-04-12 06:45:01.987671,280,21,6:44 AM,64,0,6:40 AM,165,0,6:40 AM
2021-04-12 07:00:02.599459,280,20,6:59 AM,64,0,6:50 AM,165,26,6:59 AM
2021-04-12 07:15:02.413300,280,31,7:15 AM,64,0,7:00 AM,165,29,7:15 AM
2021-04-12 07:30:02.377169,280,34,7:29 AM,64,0,7:20 AM,165,32,7:29 AM
2021-04-12 07:45:02.233921,280,35,7:44 AM,64,0,7:40 AM,165,38,7:44 AM
2021-04-12 08:00:01.644386,280,39,7:59 AM,64,0,7:50 AM,165,36,7:58 AM
2021-04-12 08:15:01.579754,280,35,8:14 AM,64,0,8:10 AM,165,34,8:13 AM
2021-04-12 08:30:01.313917,280,32,8:29 AM,64,0,8:20 AM,165,31,8:29 AM
2021-04-12 08:45:02.557421,280,29,8:44 AM,64,0,8:44 AM,165,35,8:43 AM
2021-04-12 09:00:01.712450,280,32,8:59 AM,64,0,8:57 AM,165,29,8:58 AM
2021-04-12 09:15:01.630728,280,38,9:14 AM,64,1,9:14 AM,165,36,9:14 AM
2021-04-12 09:30:01.907596,280,39,9:28 AM,64,2,9:28 AM,165,27,9:29 AM
2021-04-12 10:00:01.937337,280,45,9:59 AM,64,1,9:58 AM,165,28,9:58 AM
2021-04-12 10:15:02.255198,280,49,10:13 AM,64,2,10:13 AM,165,24,10:14 AM
2021-04-12 10:30:02.976292,280,52,10:20 AM,64,1,10:28 AM,165,23,10:29 AM
2021-04-12 10:45:01.917175,280,59,10:44 AM,64,1,10:43 AM,165,26,10:44 AM
2021-04-12 11:00:02.385289,280,65,10:59 AM,64,0,10:58 AM,165,29,10:59 AM
2021-04-12 11:15:02.305412,280,67,11:14 AM,64,4,11:14 AM,165,30,11:14 AM
2021-04-12 11:30:01.692374,280,61,11:28 AM,64,4,11:23 AM,165,30,11:29 AM
2021-04-12 11:45:02.279556,280,61,11:44 AM,64,4,11:44 AM,165,30,11:44 AM
2021-04-12 12:00:01.637880,280,60,11:50 AM,64,3,11:59 AM,165,28,11:59 AM
2021-04-12 12:15:02.133328,280,63,12:14 PM,64,3,12:14 PM,165,34,12:14 PM
2021-04-12 12:30:02.492407,280,67,12:29 PM,64,3,12:28 PM,165,39,12:29 PM
2021-04-12 12:45:02.612334,280,64,12:44 PM,64,4,12:45 PM,165,47,12:44 PM
2021-04-12 13:00:01.494450,280,60,12:57 PM,64,4,12:56 PM,165,42,12:58 PM
2021-04-12 13:15:01.780077,280,51,1:14 PM,64,4,1:10 PM,165,41,1:13 PM
2021-04-12 13:30:02.125637,280,40,1:29 PM,64,4,1:27 PM,165,39,1:29 PM
2021-04-12 13:45:02.299375,280,40,1:44 PM,64,1,1:40 PM,165,37,1:44 PM
2021-04-12 14:00:02.159717,280,48,2:00 PM,64,1,1:59 PM,165,34,1:59 PM
2021-04-12 14:15:02.009388,280,52,2:14 PM,64,2,2:12 PM,165,30,2:12 PM
2021-04-12 14:30:02.006889,280,46,2:29 PM,64,2,2:20 PM,165,27,2:30 PM
2021-04-12 14:45:03.090665,280,42,2:44 PM,64,2,2:40 PM,165,30,2:43 PM
2021-04-12 15:00:01.966057,280,44,2:59 PM,64,1,2:56 PM,165,32,2:59 PM
2021-04-12 15:15:01.743115,320,52,3:14 PM,64,2,3:14 PM,165,30,3:14 PM
2021-04-12 15:30:04.229194,320,55,3:30 PM,64,1,3:29 PM,165,30,3:29 PM
2021-04-12 15:45:02.009816,320,60,3:43 PM,64,3,3:41 PM,165,32,3:43 PM
2021-04-12 16:00:02.349876,320,66,3:59 PM,64,3,3:59 PM,165,30,3:59 PM
2021-04-12 16:15:02.932832,320,72,4:14 PM,64,7,4:14 PM,165,40,4:14 PM
2021-04-12 16:30:01.838606,320,82,4:29 PM,64,6,4:29 PM,165,43,4:29 PM
2021-04-12 16:45:01.942151,320,84,4:44 PM,64,7,4:44 PM,165,50,4:43 PM
2021-04-12 17:00:02.601282,320,103,4:59 PM,64,12,4:58 PM,165,50,4:59 PM
2021-04-12 17:15:01.751939,320,105,5:14 PM,64,22,5:14 PM,165,50,5:14 PM
2021-04-12 17:30:04.981073,360,106,5:30 PM,64,25,5:29 PM,165,63,5:30 PM
2021-04-12 17:45:02.904572,360,116,5:44 PM,64,33,5:44 PM,165,66,5:43 PM
2021-04-12 18:00:03.494546,360,129,5:59 PM,64,34,5:59 PM,165,73,5:59 PM
2021-04-12 18:15:01.887609,360,152,6:14 PM,64,40,6:14 PM,165,82,6:15 PM
2021-04-12 18:30:05.983720,360,156,6:29 PM,64,39,6:30 PM,165,86,6:30 PM
2021-04-12 18:45:01.765026,360,152,6:44 PM,64,43,6:43 PM,165,86,6:45 PM
2021-04-12 19:00:02.305009,360,155,6:59 PM,64,43,6:59 PM,165,83,6:59 PM
2021-04-12 19:15:01.619627,360,157,7:14 PM,64,36,7:14 PM,165,84,7:14 PM
2021-04-12 19:30:02.412702,360,152,7:30 PM,64,38,7:29 PM,165,79,7:30 PM
2021-04-12 19:45:02.426909,360,150,7:44 PM,64,36,7:44 PM,165,71,7:45 PM
2021-04-12 20:00:02.867495,360,163,7:59 PM,64,34,7:57 PM,165,70,7:59 PM
2021-04-12 20:15:01.919177,360,162,8:14 PM,64,30,8:14 PM,165,65,8:15 PM
2021-04-12 20:30:01.782199,360,156,8:29 PM,64,24,8:27 PM,165,68,8:29 PM
2021-04-12 20:45:03.211722,360,149,8:45 PM,64,21,8:42 PM,165,66,8:44 PM
2021-04-12 21:00:03.264018,360,145,8:59 PM,64,18,8:56 PM,165,69,9:00 PM
2021-04-12 21:15:02.154332,360,133,9:14 PM,64,4,9:13 PM,165,77,9:14 PM
2021-04-12 21:30:05.463706,360,112,9:29 PM,64,4,9:30 PM,165,63,9:30 PM
2021-04-12 21:45:02.418868,360,89,9:42 PM,64,4,9:40 PM,165,50,9:42 PM
2021-04-12 22:00:02.533032,360,49,9:59 PM,64,4,9:57 PM,165,29,9:59 PM
2021-04-12 22:15:02.411481,360,34,10:11 PM,64,3,10:11 PM,165,16,10:11 PM
2021-04-12 22:30:02.333015,360,27,10:20 PM,64,3,10:21 PM,165,15,10:20 PM
2021-04-12 22:45:02.218586,360,20,10:40 PM,64,0,10:41 PM,165,13,10:40 PM
